"Ano";"Mês";"SEF";"Variavel";"Valor";"Cód índ"
2020;"Março";106;"Unidades de Conservação (IC i)";169,261887260183;30
2020;"Março";106;"Saneamento";10113,1661865279;31
2020;"Março";106;"Mata Seca";0;32
2020;"Março";106;"Meio Ambiente";10281,3998309807;8
2020;"Março";106;"PSF";17364,8896912442;15
2020;"Março";106;"ICMS Solidário";63700,8559445297;24
2020;"Março";106;"Índice Mínimo per capita";0;25
2020;"Março";106;"Índice de participação";1418468,7482013;17
2020;"Março";106;"Compensações";1486,21;18
2020;"Março";106;"Valor Líquido + Compensações";1419954,9582013;19
2020;"Março";107;"População";16088,8050545123;1
2020;"Março";107;"População dos 50 + Populosos";0;2
2020;"Março";107;"Área Geográfica";4117,55121400876;3
2020;"Março";107;"Educação";29203,9539816431;4
2020;"Março";107;"Patrimônio Cultural";11960,5889909648;5
2020;"Março";107;"Receita Própria";20554,1304275916;6
2020;"Março";107;"Cota Mínima";63472,4144754634;11
2020;"Março";107;"Mineradores";14,4332646819359;12
2020;"Março";107;"Saúde per capita";8190,42969700153;16
2020;"Março";107;"VAF";162987,280986248;10
2020;"Março";107;"Esportes";2661,8814223167;22
2020;"Março";107;"Turismo";3650,85746642811;28
2020;"Março";107;"Penitenciárias";0;26
2020;"Março";107;"Recursos Hídricos";0;27
2020;"Março";107;"Produção de Alimentos";6932,32492720392;9
2020;"Março";107;"Unidades de Conservação (IC i)";0;30
2020;"Março";107;"Saneamento";0;31
2020;"Março";107;"Mata Seca";0;32
2020;"Março";107;"Meio Ambiente";0;8
2020;"Março";107;"PSF";6945,84192146392;15
2020;"Março";107;"ICMS Solidário";27621,7175900525;24
2020;"Março";107;"Índice Mínimo per capita";0;25
2020;"Março";107;"Índice de participação";364402,230720088;17
2020;"Março";107;"Compensações";1615,16;18
2020;"Março";107;"Valor Líquido + Compensações";366017,390720088;19
2020;"Março";108;"População";4672,05642904416;1
2020;"Março";108;"População dos 50 + Populosos";0;2
2020;"Março";108;"Área Geográfica";7428,83011893288;3
2020;"Março";108;"Educação";0;4
2020;"Março";108;"Patrimônio Cultural";12085,7933240666;5
2020;"Março";108;"Receita Própria";6510,28361788193;6
2020;"Março";108;"Cota Mínima";63473,779498573;11
2020;"Março";108;"Mineradores";0;12
2020;"Março";108;"Saúde per capita";12568,6590131709;16
2020;"Março";108;"VAF";19912,5259058771;10
2020;"Março";108;"Esportes";3072,21319585759;22
2020;"Março";108;"Turismo";1369,1009928476;28
2020;"Março";108;"Penitenciárias";0;26
2020;"Março";108;"Recursos Hídricos";0;27
2020;"Março";108;"Produção de Alimentos";5166,00066083974;9
2020;"Março";108;"Unidades de Conservação (IC i)";0;30
2020;"Março";108;"Saneamento";0;31
2020;"Março";108;"Mata Seca";0;32
2020;"Março";108;"Meio Ambiente";0;8
2020;"Março";108;"PSF";3472,99564856932;15
2020;"Março";108;"ICMS Solidário";8021,11920746119;24
2020;"Março";108;"Índice Mínimo per capita";0;25
2020;"Março";108;"Índice de participação";147753,363858585;17
2020;"Março";108;"Compensações";-8,74;18
2020;"Março";108;"Valor Líquido + Compensações";147744,623858585;19
2020;"Março";109;"População";20924,187605237;1
2020;"Março";109;"População dos 50 + Populosos";0;2
2020;"Março";109;"Área Geográfica";5624,10884076569;3
2020;"Março";109;"Educação";23399,9718629421;4
2020;"Março";109;"Patrimônio Cultural";511,14124536175;5
2020;"Março";109;"Receita Própria";38619,2939952549;6
2020;"Março";109;"Cota Mínima";63473,0308625572;11
2020;"Março";109;"Mineradores";0;12
2020;"Março";109;"Saúde per capita";8808,76704087641;16
2020;"Março";109;"VAF";312404,862817649;10
2020;"Março";109;"Esportes";0;22
2020;"Março";109;"Turismo";0;28
2020;"Março";109;"Penitenciárias";0;26
2020;"Março";109;"Recursos Hídricos";0;27
2020;"Março";109;"Produção de Alimentos";4667,31408465231;9
2020;"Março";109;"Unidades de Conservação (IC i)";0;30
2020;"Março";109;"Saneamento";10113,0984787646;31
2020;"Março";109;"Mata Seca";0;32
2020;"Março";109;"Meio Ambiente";10112,0871689167;8
2020;"Março";109;"PSF";8682,38671655448;15
2020;"Março";109;"ICMS Solidário";35923,2397232037;24
2020;"Março";109;"Índice Mínimo per capita";0;25
2020;"Março";109;"Índice de participação";533150,404917427;17
2020;"Março";109;"Compensações";1295,51;18
2020;"Março";109;"Valor Líquido + Compensações";534445,914917427;19
2020;"Março";110;"População";26436,0116375476;1
2020;"Março";110;"População dos 50 + Populosos";0;2
2020;"Março";110;"Área Geográfica";9678,8985188288;3
2020;"Março";110;"Educação";43569,5749906056;4
2020;"Março";110;"Patrimônio Cultural";9796,81524972455;5
2020;"Março";110;"Receita Própria";23087,0335184652;6
2020;"Março";110;"Cota Mínima";63472,6510709372;11
2020;"Março";110;"Mineradores";0;12
2020;"Março";110;"Saúde per capita";6690,99058903795;16
2020;"Março";110;"VAF";406025,454331557;10
2020;"Março";110;"Esportes";566,944090984548;22
2020;"Março";110;"Turismo";0;28
2020;"Março";110;"Penitenciárias";0;26
2020;"Março";110;"Recursos Hídricos";0;27
2020;"Março";110;"Produção de Alimentos";14012,7608294381;9
2020;"Março";110;"Unidades de Conservação (IC i)";242,554268894167;30
2020;"Março";110;"Saneamento";0;31
2020;"Março";110;"Mata Seca";0;32
2020;"Março";110;"Meio Ambiente";242,530013467278;8
2020;"Março";110;"PSF";8682,33476539236;15
2020;"Março";110;"ICMS Solidário";45386,0958092029;24
2020;"Março";110;"Índice Mínimo per capita";0;25
2020;"Março";110;"Índice de participação";657648,122259271;17
2020;"Março";110;"Compensações";2404,88;18
2020;"Março";110;"Valor Líquido + Compensações";660053,002259271;19
2020;"Março";111;"População";24791,6566856222;1
2020;"Março";111;"População dos 50 + Populosos";0;2
2020;"Março";111;"Área Geográfica";61274,2177462818;3
2020;"Março";111;"Educação";0;4
2020;"Março";111;"Patrimônio Cultural";1022,29455180877;5
2020;"Março";111;"Receita Própria";32386,8564624918;6
2020;"Março";111;"Cota Mínima";63473,7797295722;11
2020;"Março";111;"Mineradores";0;12
2020;"Março";111;"Saúde per capita";11541,7249517726;16
2020;"Março";111;"VAF";784848,98531954;10
2020;"Março";111;"Esportes";56,5338918224704;22
2020;"Março";111;"Turismo";0;28
2020;"Março";111;"Penitenciárias";0;26
2020;"Março";111;"Recursos Hídricos";5195,50823357743;27
2020;"Março";111;"Produção de Alimentos";47003,9427592989;9
2020;"Março";111;"Unidades de Conservação (IC i)";265,52450530305;30
2020;"Março";111;"Saneamento";10113,2177950438;31
2020;"Março";111;"Mata Seca";0;32
2020;"Março";111;"Meio Ambiente";10377,7044261168;8
2020;"Março";111;"PSF";8682,48915302136;15
2020;"Março";111;"ICMS Solidário";42563,0205126848;24
2020;"Março";111;"Índice Mínimo per capita";0;25
2020;"Março";111;"Índice de participação";1093218,68866862;17
2020;"Março";111;"Compensações";-33,69;18
2020;"Março";111;"Valor Líquido + Compensações";1093184,99866862;19
2020;"Março";777;"População";4792,36581363366;1
2020;"Março";777;"População dos 50 + Populosos";0;2
2020;"Março";777;"Área Geográfica";8561,84847065707;3
2020;"Março";777;"Educação";27903,6426823887;4
2020;"Março";777;"Patrimônio Cultural";0;5
2020;"Março";777;"Receita Própria";3877,39364536251;6
2020;"Março";777;"Cota Mínima";63470,7676324217;11
2020;"Março";777;"Mineradores";0;12
2020;"Março";777;"Saúde per capita";10009,1626615529;16
2020;"Março";777;"VAF";10050,5011859926;10
2020;"Março";777;"Esportes";0;22
2020;"Março";777;"Turismo";0;28
2020;"Março";777;"Penitenciárias";0;26
2020;"Março";777;"Recursos Hídricos";0;27
2020;"Março";777;"Produção de Alimentos";12793,1381933906;9
2020;"Março";777;"Unidades de Conservação (IC i)";0;30
2020;"Março";777;"Saneamento";0;31
2020;"Março";777;"Mata Seca";4702,7087239312;32
2020;"Março";777;"Meio Ambiente";4707,41143265513;8
2020;"Março";777;"PSF";3472,83085299357;15
2020;"Março";777;"ICMS Solidário";8227,66977683566;24
2020;"Março";777;"Índice Mínimo per capita";0;25
2020;"Março";777;"Índice de participação";157866,70099946;17
2020;"Março";777;"Compensações";1536,8;18
2020;"Março";777;"Valor Líquido + Compensações";159403,50099946;19
2020;"Março";112;"População";67837,8270790674;1
2020;"Março";112;"População dos 50 + Populosos";0;2
2020;"Março";112;"Área Geográfica";8856,27836724339;3
2020;"Março";112;"Educação";31102,0883787666;4
2020;"Março";112;"Patrimônio Cultural";25897,9251799264;5
2020;"Março";112;"Receita Própria";35452,4498599036;6
2020;"Março";112;"Cota Mínima";63473,2810545669;11
2020;"Março";112;"Mineradores";19,6183644085528;12
2020;"Março";112;"Saúde per capita";4830,32971841235;16
2020;"Março";112;"VAF";650173,2471279;10
2020;"Março";112;"Esportes";0;22
2020;"Março";112;"Turismo";2738,18048326729;28
2020;"Março";112;"Penitenciárias";3012,7310486681;26
2020;"Março";112;"Recursos Hídricos";1484,16876403303;27
2020;"Março";112;"Produção de Alimentos";13214,5132112305;9
2020;"Março";112;"Unidades de Conservação (IC i)";0;30
2020;"Março";112;"Saneamento";10113,1383416228;31
2020;"Março";112;"Mata Seca";0;32
2020;"Março";112;"Meio Ambiente";10112,1270277887;8
2020;"Março";112;"PSF";27783,7470078975;15
2020;"Março";112;"ICMS Solidário";116465,908757797;24
2020;"Março";112;"Índice Mínimo per capita";0;25
2020;"Março";112;"Índice de participação";1062454,38343331;17
2020;"Março";112;"Compensações";1711,54;18
2020;"Março";112;"Valor Líquido + Compensações";1064165,92343331;19
2020;"Março";113;"População";14633,6123115296;1
2020;"Março";113;"População dos 50 + Populosos";0;2
2020;"Março";113;"Área Geográfica";4598,35927665633;3
2020;"Março";113;"Educação";34608,4602261198;4
2020;"Março";113;"Patrimônio Cultural";18043,1189456854;5
2020;"Março";113;"Receita Própria";16231,3690692356;6
2020;"Março";113;"Cota Mínima";63472,4433318068;11
2020;"Março";113;"Mineradores";0;12
2020;"Março";113;"Saúde per capita";11499,9895713856;16
2020;"Março";113;"VAF";228203,56476771;10
2020;"Março";113;"Esportes";0;22
2020;"Março";113;"Turismo";0;28
2020;"Março";113;"Penitenciárias";0;26
2020;"Março";113;"Recursos Hídricos";8044,08853347362;27
2020;"Março";113;"Produção de Alimentos";8590,58797366562;9
2020;"Março";113;"Unidades de Conservação (IC i)";0;30
2020;"Março";113;"Saneamento";0;31
2020;"Março";113;"Mata Seca";0;32
2020;"Março";113;"Meio Ambiente";0;8
2020;"Março";113;"PSF";8682,30634904856;15
2020;"Março";113;"ICMS Solidário";25123,4013478224;24
2020;"Março";113;"Índice Mínimo per capita";0;25
2020;"Março";113;"Índice de participação";441731,339409435;17
2020;"Março";113;"Compensações";1913,98;18
2020;"Março";113;"Valor Líquido + Compensações";443645,319409435;19
2020;"Março";114;"População";10234,3274126338;1
2020;"Março";114;"População dos 50 + Populosos";0;2
2020;"Março";114;"Área Geográfica";21279,2256746096;3
2020;"Março";114;"Educação";0;4
2020;"Março";114;"Patrimônio Cultural";6217,25473364596;5
2020;"Março";114;"Receita Própria";34725,3046895982;6
2020;"Março";114;"Cota Mínima";63473,7800807275;11
2020;"Março";114;"Mineradores";0;12
2020;"Março";114;"Saúde per capita";21827,1037396481;16
2020;"Março";114;"VAF";1355150,68887685;10
2020;"Março";114;"Esportes";426,427072105752;22
2020;"Março";114;"Turismo";0;28
2020;"Março";114;"Penitenciárias";0;26
2020;"Março";114;"Recursos Hídricos";0;27
2020;"Março";114;"Produção de Alimentos";19115,0697122228;9
2020;"Março";114;"Unidades de Conservação (IC i)";0;30
2020;"Março";114;"Saneamento";11124,5396360923;31
2020;"Março";114;"Mata Seca";0;32
2020;"Março";114;"Meio Ambiente";11123,4271821287;8
2020;"Março";114;"PSF";3472,99568042216;15
2020;"Março";114;"ICMS Solidário";17570,5840525813;24
2020;"Março";114;"Índice Mínimo per capita";0;25
2020;"Março";114;"Índice de participação";1564616,18977356;17
2020;"Março";114;"Compensações";-9,29;18
2020;"Março";114;"Valor Líquido + Compensações";1564606,89977356;19
2020;"Março";115;"População";19412,5438655297;1
2020;"Março";115;"População dos 50 + Populosos";0;2
2020;"Março";115;"Área Geográfica";11891,802406995;3
2020;"Março";115;"Educação";28719,0772738367;4
2020;"Março";115;"Patrimônio Cultural";23171,8209005229;5
2020;"Março";115;"Receita Própria";24653,4071572018;6
2020;"Março";115;"Cota Mínima";63473,2621755826;11
2020;"Março";115;"Mineradores";4,19950412334915;12
2020;"Março";115;"Saúde per capita";14217,7766493244;16
2020;"Março";115;"VAF";697595,362070706;10
2020;"Março";115;"Esportes";1104,82476299683;22
2020;"Março";115;"Turismo";0;28
2020;"Março";115;"Penitenciárias";0;26
2020;"Março";115;"Recursos Hídricos";0;27
2020;"Março";115;"Produção de Alimentos";9549,07273061336;9
2020;"Março";115;"Unidades de Conservação (IC i)";2261,10542487334;30
2020;"Março";115;"Saneamento";10113,135333652;31
2020;"Março";115;"Mata Seca";0;32
2020;"Março";115;"Meio Ambiente";12373,0033344495;8
2020;"Março";115;"PSF";6945,9346860306;15
2020;"Março";115;"ICMS Solidário";33328,0068060606;24
2020;"Março";115;"Índice Mínimo per capita";0;25
2020;"Março";115;"Índice de participação";946440,058883241;17
2020;"Março";115;"Compensações";1586,98;18
2020;"Março";115;"Valor Líquido + Compensações";948027,038883241;19
2020;"Março";116;"População";36128,1688209258;1
2020;"Março";116;"População dos 50 + Populosos";0;2
2020;"Março";116;"Área Geográfica";12922,9066093523;3
2020;"Março";116;"Educação";21991,6073563881;4
2020;"Março";116;"Patrimônio Cultural";0;5
2020;"Março";116;"Receita Própria";24398,1759559819;6
2020;"Março";116;"Cota Mínima";63473,3850086156;11
2020;"Março";116;"Mineradores";0;12
2020;"Março";116;"Saúde per capita";7871,77965860686;16
2020;"Março";116;"VAF";667008,029608524;10
2020;"Março";116;"Esportes";0;22
2020;"Março";116;"Turismo";0;28
2020;"Março";116;"Penitenciárias";1879,8068709576;26
2020;"Março";116;"Recursos Hídricos";8209,58695151145;27
2020;"Março";116;"Produção de Alimentos";21667,8666051263;9
2020;"Março";116;"Unidades de Conservação (IC i)";0;30
2020;"Março";116;"Saneamento";10113,1549045239;31
2020;"Março";116;"Mata Seca";0;32
2020;"Março";116;"Meio Ambiente";10112,1435890335;8
2020;"Março";116;"PSF";12155,4092235748;15
2020;"Março";116;"ICMS Solidário";62025,8666094954;24
2020;"Março";116;"Índice Mínimo per capita";0;25
2020;"Março";116;"Índice de participação";949844,716024362;17
2020;"Março";116;"Compensações";1202,36;18
2020;"Março";116;"Valor Líquido + Compensações";951047,076024362;19
2020;"Março";117;"População";5729,26466568988;1
2020;"Março";117;"População dos 50 + Populosos";0;2
2020;"Março";117;"Área Geográfica";2949,99098633433;3
2020;"Março";117;"Educação";0;4
2020;"Março";117;"Patrimônio Cultural";9873,66166558173;5
2020;"Março";117;"Receita Própria";6213,76526985367;6
2020;"Março";117;"Cota Mínima";63473,7804969027;11
2020;"Março";117;"Mineradores";0;12
2020;"Março";117;"Saúde per capita";17405,5831725619;16
2020;"Março";117;"VAF";91452,8691663889;10
2020;"Março";117;"Esportes";0;22
2020;"Março";117;"Turismo";2466,84867456058;28
2020;"Março";117;"Penitenciárias";0;26
2020;"Março";117;"Recursos Hídricos";0;27
2020;"Março";117;"Produção de Alimentos";14966,7814837947;9
2020;"Março";117;"Unidades de Conservação (IC i)";25352,8926182953;30
2020;"Março";117;"Saneamento";11124,539709032;31
2020;"Março";117;"Mata Seca";0;32
2020;"Março";117;"Meio Ambiente";36473,7845840946;8
2020;"Março";117;"PSF";3472,99570319336;15
2020;"Março";117;"ICMS Solidário";9836,16434273154;24
2020;"Março";117;"Índice Mínimo per capita";0;25
2020;"Março";117;"Índice de participação";264315,463079886;17
2020;"Março";117;"Compensações";-31,32;18
2020;"Março";117;"Valor Líquido + Compensações";264284,143079886;19
2020;"Março";118;"População";15255,4381715735;1
2020;"Março";118;"População dos 50 + Populosos";0;2
2020;"Março";118;"Área Geográfica";14192,1339165228;3
2020;"Março";118;"Educação";0;4
2020;"Março";118;"Patrimônio Cultural";14836,9014951334;5
2020;"Março";118;"Receita Própria";36323,0801190369;6
2020;"Março";118;"Cota Mínima";63473,7793012579;11
2020;"Março";118;"Mineradores";0;12
2020;"Março";118;"Saúde per capita";7117,43399355201;16
2020;"Março";118;"VAF";607044,874811773;10
2020;"Março";118;"Esportes";0;22
2020;"Março";118;"Turismo";0;28
2020;"Março";118;"Penitenciárias";983,779018514707;26
2020;"Março";118;"Recursos Hídricos";61558,8821550172;27
2020;"Março";118;"Produção de Alimentos";17614,9222131097;9
2020;"Março";118;"Unidades de Conservação (IC i)";0;30
2020;"Março";118;"Saneamento";0;31
2020;"Março";118;"Mata Seca";0;32
2020;"Março";118;"Meio Ambiente";0;8
2020;"Março";118;"PSF";6945,99127554627;15
2020;"Março";118;"ICMS Solidário";0;24
2020;"Março";118;"Índice Mínimo per capita";0;25
2020;"Março";118;"Índice de participação";845347,182003154;17
2020;"Março";118;"Compensações";-8,1;18
2020;"Março";118;"Valor Líquido + Compensações";845339,082003154;19
2020;"Março";119;"População";7037,79028764152;1
2020;"Março";119;"População dos 50 + Populosos";0;2
2020;"Março";119;"Área Geográfica";3575,45610020888;3
2020;"Março";119;"Educação";25401,2711057379;4
2020;"Março";119;"Patrimônio Cultural";15555,0907201217;5
2020;"Março";119;"Receita Própria";6596,82820602616;6
2020;"Março";119;"Cota Mínima";63498,2342126898;11
2020;"Março";119;"Mineradores";0;12
2020;"Março";119;"Saúde per capita";9896,86144753312;16
2020;"Março";119;"VAF";60309,9586876574;10
2020;"Março";119;"Esportes";0;22
2020;"Março";119;"Turismo";0;28
2020;"Março";119;"Penitenciárias";0;26
2020;"Março";119;"Recursos Hídricos";2105,1665591136;27
2020;"Março";119;"Produção de Alimentos";8925,37090199525;9
2020;"Março";119;"Unidades de Conservação (IC i)";0;30
2020;"Março";119;"Saneamento";10117,1141049041;31
2020;"Março";119;"Mata Seca";0;32
2020;"Março";119;"Meio Ambiente";10116,1023934936;8
2020;"Março";119;"PSF";5211,50054844611;15
2020;"Março";119;"ICMS Solidário";12082,6783048582;24
2020;"Março";119;"Índice Mínimo per capita";0;25
2020;"Março";119;"Índice de participação";230312,293646318;17
2020;"Março";119;"Compensações";-36097,59;18
2020;"Março";119;"Valor Líquido + Compensações";194214,703646318;19
2020;"Março";120;"População";18690,5013811164;1
2020;"Março";120;"População dos 50 + Populosos";0;2
2020;"Março";120;"Área Geográfica";12090,2137269883;3
2020;"Março";120;"Educação";23720,3159023514;4
2020;"Março";120;"Patrimônio Cultural";20781,3960610808;5
2020;"Março";120;"Receita Própria";17618,9094186181;6
2020;"Março";120;"Cota Mínima";63472,9796779392;11
2020;"Março";120;"Mineradores";87,4587631954605;12
2020;"Março";120;"Saúde per capita";7352,888801681;16
2020;"Março";120;"VAF";266513,817123171;10
2020;"Março";120;"Esportes";633,171607535694;22
2020;"Março";120;"Turismo";0;28
2020;"Março";120;"Penitenciárias";789,645451638729;26
2020;"Março";120;"Recursos Hídricos";706,036931121104;27
2020;"Março";120;"Produção de Alimentos";9562,866921149;9
2020;"Março";120;"Unidades de Conservação (IC i)";0;30
2020;"Março";120;"Saneamento";20226,1806471348;31
2020;"Março";120;"Mata Seca";0;32
2020;"Março";120;"Meio Ambiente";20224,1580290701;8
2020;"Março";120;"PSF";10418,855658099;15
2020;"Março";120;"ICMS Solidário";32088,3837560635;24
2020;"Março";120;"Índice Mínimo per capita";0;25
2020;"Março";120;"Índice de participação";504751,570001038;17
2020;"Março";120;"Compensações";1307,89;18
2020;"Março";120;"Valor Líquido + Compensações";506059,460001038;19
2020;"Março";778;"População";5681,31630410863;1
2020;"Março";778;"População dos 50 + Populosos";0;2
2020;"Março";778;"Área Geográfica";2380,16005775564;3
2020;"Março";778;"Educação";25432,3919457132;4
2020;"Março";778;"Patrimônio Cultural";0;5
2020;"Março";778;"Receita Própria";5654,41237879112;6
2020;"Março";778;"Cota Mínima";63471,1452765561;11
2020;"Março";778;"Mineradores";0;12
2020;"Março";778;"Saúde per capita";8394,99544538246;16
2020;"Março";778;"VAF";22570,4171033746;10
2020;"Março";778;"Esportes";0;22
2020;"Março";778;"Turismo";0;28
2020;"Março";778;"Penitenciárias";0;26
2020;"Março";778;"Recursos Hídricos";0;27
2020;"Março";778;"Produção de Alimentos";4797,91648657674;9
2020;"Março";778;"Unidades de Conservação (IC i)";12847,8900935003;30
2020;"Março";778;"Saneamento";0;31
2020;"Março";778;"Mata Seca";0;32
2020;"Março";778;"Meio Ambiente";12846,6053044909;8
2020;"Março";778;"PSF";3472,8515159578;15
2020;"Março";778;"ICMS Solidário";9753,84523338715;24
2020;"Março";778;"Índice Mínimo per capita";0;25
2020;"Março";778;"Índice de participação";164456,09403748;17
2020;"Março";778;"Compensações";1407,33;18
2020;"Março";778;"Valor Líquido + Compensações";165863,42403748;19
2020;"Março";121;"População";6827,67162438564;1
2020;"Março";121;"População dos 50 + Populosos";0;2
2020;"Março";121;"Área Geográfica";2193,12447264338;3
2020;"Março";121;"Educação";28223,7660658896;4
2020;"Março";121;"Patrimônio Cultural";13118,9939671793;5
2020;"Março";121;"Receita Própria";6592,02542815874;6
2020;"Março";121;"Cota Mínima";63471,589109486;11
2020;"Março";121;"Mineradores";54,2623450678058;12
2020;"Março";121;"Saúde per capita";12169,6233083309;16
2020;"Março";121;"VAF";44023,6749399453;10
2020;"Março";121;"Esportes";0;22
2020;"Março";121;"Turismo";0;28
2020;"Março";121;"Penitenciárias";0;26
2020;"Março";121;"Recursos Hídricos";0;27
2020;"Março";121;"Produção de Alimentos";11859,9628097017;9
2020;"Março";121;"Unidades de Conservação (IC i)";15549,2115922163;30
2020;"Março";121;"Saneamento";0;31
2020;"Março";121;"Mata Seca";0;32
2020;"Março";121;"Meio Ambiente";15547,6566710571;8
2020;"Março";121;"PSF";3472,87580047097;15
2020;"Março";121;"ICMS Solidário";11721,9406144462;24
2020;"Março";121;"Índice Mínimo per capita";0;25
2020;"Março";121;"Índice de participação";219277,145688979;17
2020;"Março";121;"Compensações";1554,88;18
2020;"Março";121;"Valor Líquido + Compensações";220832,025688979;19
2020;"Março";122;"População";5842,26800692929;1
2020;"Março";122;"População dos 50 + Populosos";0;2
2020;"Março";122;"Área Geográfica";1858,84330363435;3
2020;"Março";122;"Educação";0;4
2020;"Março";122;"Patrimônio Cultural";6730,10598835607;5
2020;"Março";122;"Receita Própria";7379,99896064038;6
2020;"Março";122;"Cota Mínima";63473,7815116046;11
2020;"Março";122;"Mineradores";0,997218116228744;12
2020;"Março";122;"Saúde per capita";12591,4391499646;16
2020;"Março";122;"VAF";28041,0979013508;10
2020;"Março";122;"Esportes";0;22
2020;"Março";122;"Turismo";0;28
2020;"Março";122;"Penitenciárias";0;26
2020;"Março";122;"Recursos Hídricos";0;27
2020;"Março";122;"Produção de Alimentos";5359,60752485842;9
2020;"Março";122;"Unidades de Conservação (IC i)";0;30
2020;"Março";122;"Saneamento";10113,2180789733;31
2020;"Março";122;"Mata Seca";0;32
2020;"Março";122;"Meio Ambiente";10112,2067571654;8
2020;"Março";122;"PSF";3472,99575871323;15
2020;"Março";122;"ICMS Solidário";10030,1716893226;24
2020;"Março";122;"Índice Mínimo per capita";0;25
2020;"Março";122;"Índice de participação";154893,469945102;17
2020;"Março";122;"Compensações";-10,56;18
2020;"Março";122;"Valor Líquido + Compensações";154882,909945102;19
2020;"Março";123;"População";47440,7332874469;1
2020;"Março";123;"População dos 50 + Populosos";0;2
2020;"Março";123;"Área Geográfica";16187,3539754353;3
2020;"Março";123;"Educação";32178,6241873935;4
2020;"Março";123;"Patrimônio Cultural";23430,7240454199;5
2020;"Março";123;"Receita Própria";25983,9652459496;6
2020;"Março";123;"Cota Mínima";63473,0562131707;11
2020;"Março";123;"Mineradores";0,364231477662524;12
2020;"Março";123;"Saúde per capita";5205,7436568193;16
2020;"Março";123;"VAF";382121,739857067;10
2020;"Março";123;"Esportes";18865,9522790483;22
2020;"Março";123;"Turismo";4933,6410519115;28
2020;"Março";123;"Penitenciárias";1570,51895864333;26
2020;"Março";123;"Recursos Hídricos";0;27
2020;"Março";123;"Produção de Alimentos";28732,4825838697;9
2020;"Março";123;"Unidades de Conservação (IC i)";5508,07836221437;30
2020;"Março";123;"Saneamento";0;31
2020;"Março";123;"Mata Seca";998,241113470789;32
2020;"Março";123;"Meio Ambiente";6506,76690896241;8
2020;"Março";123;"PSF";19101,2584053044;15
2020;"Março";123;"ICMS Solidário";81447,5986682025;24
2020;"Março";123;"Índice Mínimo per capita";0;25
2020;"Março";123;"Índice de participação";757180,540078999;17
2020;"Março";123;"Compensações";1759,48;18
2020;"Março";123;"Valor Líquido + Compensações";758940,020078999;19
2020;"Março";124;"População";8688,47525453528;1
2020;"Março";124;"População dos 50 + Populosos";0;2
2020;"Março";124;"Área Geográfica";4981,67511622973;3
2020;"Março";124;"Educação";33028,2706651231;4
2020;"Março";124;"Patrimônio Cultural";0;5
2020;"Março";124;"Receita Própria";18695,4665366964;6
2020;"Março";124;"Cota Mínima";63472,1812649607;11
2020;"Março";124;"Mineradores";0;12
2020;"Março";124;"Saúde per capita";15399,1198780538;16
2020;"Março";124;"VAF";180927,420711617;10
2020;"Março";124;"Esportes";0;22
2020;"Março";124;"Turismo";0;28
2020;"Março";124;"Penitenciárias";0;26
2020;"Março";124;"Recursos Hídricos";0;27
2020;"Março";124;"Produção de Alimentos";6413,43122682031;9
2020;"Março";124;"Unidades de Conservação (IC i)";0;30
2020;"Março";124;"Saneamento";0;31
2020;"Março";124;"Mata Seca";0;32
2020;"Março";124;"Meio Ambiente";0;8
2020;"Março";124;"PSF";5209,36230077573;15
2020;"Março";124;"ICMS Solidário";14916,6211509055;24
2020;"Março";124;"Índice Mínimo per capita";0;25
2020;"Março";124;"Índice de participação";351732,012826408;17
2020;"Março";124;"Compensações";1830,56;18
2020;"Março";124;"Valor Líquido + Compensações";353562,572826408;19
2020;"Março";125;"População";12246,4605127754;1
2020;"Março";125;"População dos 50 + Populosos";0;2
2020;"Março";125;"Área Geográfica";1589,00082319995;3
2020;"Março";125;"Educação";42821,3260740975;4
2020;"Março";125;"Patrimônio Cultural";2674,87734484816;5
2020;"Março";125;"Receita Própria";18830,6240707953;6
2020;"Março";125;"Cota Mínima";63470,7725627628;11
2020;"Março";125;"Mineradores";0,0639843088134979;12
2020;"Março";125;"Saúde per capita";7007,2499192244;16
2020;"Março";125;"VAF";50594,0103496636;10
2020;"Março";125;"Esportes";0;22
2020;"Março";125;"Turismo";4440,11719326171;28
2020;"Março";125;"Penitenciárias";0;26
2020;"Março";125;"Recursos Hídricos";0;27
2020;"Março";125;"Produção de Alimentos";2487,64229712097;9
2020;"Março";125;"Unidades de Conservação (IC i)";0;30
2020;"Março";125;"Saneamento";10112,7386659763;31
2020;"Março";125;"Mata Seca";0;32
2020;"Março";125;"Meio Ambiente";10111,7273921097;8
2020;"Março";125;"PSF";5209,24668413902;15
2020;"Março";125;"ICMS Solidário";21025,0713222945;24
2020;"Março";125;"Índice Mínimo per capita";0;25
2020;"Março";125;"Índice de participação";242508,208520215;17
2020;"Março";125;"Compensações";2375,9;18
2020;"Março";125;"Valor Líquido + Compensações";244884,108520215;19
2020;"Março";126;"População";20306,5923363029;1
2020;"Março";126;"População dos 50 + Populosos";0;2
2020;"Março";126;"Área Geográfica";10456,6174639408;3
2020;"Março";126;"Educação";21146,9335529593;4
2020;"Março";126;"Patrimônio Cultural";16170,923474133;5
2020;"Março";126;"Receita Própria";41992,9499895821;6
2020;"Março";126;"Cota Mínima";63473,4951112495;11
2020;"Março";126;"Mineradores";25,7178733817005;12
2020;"Março";126;"Saúde per capita";11761,1395677961;16
2020;"Março";126;"VAF";949616,406764947;10
